,Unnamed: 0,datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,solar_y
2303,2303,06/04/2017 23:00,0.532,0.284,246.01,2.4,0,1,0.0,0.0
2304,2304,07/04/2017 00:00,1.44,0,243.01,6,0,0,18.0,0.0
2305,2305,07/04/2017 01:00,0.366,0.086,241.35,1.6,0,2,0.0,0.0
2306,2306,07/04/2017 02:00,0.36,0.078,243.98,1.6,0,0,0.0,0.0
2307,2307,07/04/2017 03:00,0.288,0,244.17,1.2,0,0,0.0,0.0
2308,2308,07/04/2017 04:00,0.286,0,242.75,1.2,0,0,0.0,0.0
2309,2309,07/04/2017 05:00,0.284,0,241.32,1.2,0,0,0.0,0.0
2310,2310,07/04/2017 06:00,0.29,0,242.82,1.2,0,0,0.0,0.0
2311,2311,07/04/2017 07:00,2.108,0.094,238.65,8.8,0,0,18.0,0.0
2312,2312,07/04/2017 08:00,1.416,0.068,238.64,5.8,0,1,17.0,89.5
2313,2313,07/04/2017 09:00,1.342,0,241.37,5.6,0,0,18.0,0.0
2314,2314,07/04/2017 10:00,1.556,0.06,240.09,6.4,0,0,18.0,696.3334
2315,2315,07/04/2017 11:00,1.328,0,240.05,5.4,0,0,17.0,0.0
2316,2316,07/04/2017 12:00,1.328,0,239.53,5.4,0,0,18.0,0.0
2317,2317,07/04/2017 13:00,1.36,0,239.48,5.6,0,0,18.0,0.0
2318,2318,07/04/2017 14:00,0.268,0,242.75,1.2,0,0,0.0,0.0
2319,2319,07/04/2017 15:00,0.36,0.114,243.47,1.6,0,1,0.0,3570.3333
2320,2320,07/04/2017 16:00,0.37,0.112,242.78,1.6,0,0,0.0,0.0
2321,2321,07/04/2017 17:00,0.436,0.22,243.55,2,0,0,0.0,0.0
2322,2322,07/04/2017 18:00,0.364,0.11,242.62,1.6,0,0,0.0,0.0
2323,2323,07/04/2017 19:00,0.416,0.116,243.24,1.8,0,0,0.0,0.0
2324,2324,07/04/2017 20:00,0.846,0.308,243.51,3.6,0,0,0.0,0.0
2325,2325,07/04/2017 21:00,2.796,0.174,240.8,11.6,2,0,25.0,0.0
2326,2326,07/04/2017 22:00,1.504,0.328,243.8,6.2,1,2,0.0,0.0
2327,2327,07/04/2017 23:00,0.576,0.144,245.7,2.4,0,0,0.0,0.0
2328,2328,08/04/2017 00:00,0.5,0.27,246.89,2.2,0,1,1.0,0.0
2329,2329,08/04/2017 01:00,0.474,0.228,242.53,2.2,0,0,1.0,0.0
2330,2330,08/04/2017 02:00,0.408,0.134,245.08,1.8,0,0,0.0,0.0
2331,2331,08/04/2017 03:00,0.406,0.126,243.33,1.8,0,0,1.0,0.0
2332,2332,08/04/2017 04:00,0.402,0.12,241.95,1.8,0,0,1.0,0.0
2333,2333,08/04/2017 05:00,0.476,0.226,242.34,2.2,0,0,1.0,0.0
2334,2334,08/04/2017 06:00,0.416,0.126,243.31,1.8,0,0,0.0,0.0
2335,2335,08/04/2017 07:00,1.758,0.252,239.78,7.6,0,1,13.0,0.0
2336,2336,08/04/2017 08:00,1.984,0.136,237.56,8.4,0,0,23.0,0.0
2337,2337,08/04/2017 09:00,1.468,0.106,240.42,6,0,0,18.0,0.0
2338,2338,08/04/2017 10:00,1.476,0.108,240.93,6,0,0,18.0,0.0
2339,2339,08/04/2017 11:00,2.67,0.184,236.55,11.2,38,0,0.0,2219.3333
2340,2340,08/04/2017 12:00,0.538,0.216,243.24,2.4,0,1,1.0,3136.8334
2341,2341,08/04/2017 13:00,0.556,0.116,243.17,2.6,0,0,1.0,0.0
2342,2342,08/04/2017 14:00,0.576,0.232,240.54,2.8,0,1,1.0,0.0
2343,2343,08/04/2017 15:00,1.988,0.178,245.41,8.4,0,24,0.0,0.0
2344,2344,08/04/2017 16:00,0.592,0.234,243.93,2.8,0,0,1.0,3516.8333
2345,2345,08/04/2017 17:00,1.634,0.122,243.16,6.8,0,0,19.0,0.0
2346,2346,08/04/2017 18:00,0.478,0.148,246.38,2,0,0,1.0,0.0
2347,2347,08/04/2017 19:00,0.31,0,243.41,1.2,0,0,0.0,0.0
2348,2348,08/04/2017 20:00,0.454,0.232,244.68,2,0,1,1.0,64.0
2349,2349,08/04/2017 21:00,2.952,0.058,240.36,12.2,1,0,18.0,0.0
2350,2350,08/04/2017 22:00,1.044,0.098,240.81,4.4,1,1,1.0,0.0
2351,2351,08/04/2017 23:00,0.402,0,245.61,1.6,0,0,1.0,0.0
2352,2352,09/04/2017 00:00,0.356,0.112,242.88,1.4,0,1,0.0,0.0
2353,2353,09/04/2017 01:00,0.518,0.046,242.53,2.2,0,0,1.0,0.0
2354,2354,09/04/2017 02:00,0.348,0.102,246.64,1.4,0,0,1.0,0.0
2355,2355,09/04/2017 03:00,0.264,0,243.98,1,0,0,1.0,0.0
2356,2356,09/04/2017 04:00,0.26,0,242.42,1,0,0,0.0,0.0
2357,2357,09/04/2017 05:00,1.434,0.07,240.73,5.8,0,0,19.0,0.0
2358,2358,09/04/2017 06:00,0.886,0.096,239.68,3.6,0,0,11.0,0.0
2359,2359,09/04/2017 07:00,2.784,0.202,241.1,11.6,0,2,19.0,0.0
2360,2360,09/04/2017 08:00,1.818,0.05,238.26,7.6,0,0,18.0,0.0
2361,2361,09/04/2017 09:00,1.404,0.086,240.04,5.8,0,2,18.0,0.0
2362,2362,09/04/2017 10:00,1.378,0.064,238.68,5.6,0,0,18.0,0.0
2363,2363,09/04/2017 11:00,1.468,0.076,240.61,6,0,0,19.0,0.0
2364,2364,09/04/2017 12:00,1.472,0.098,241.59,6,0,0,19.0,0.0
2365,2365,09/04/2017 13:00,1.5,0.21,242.16,6.2,0,0,18.0,0.0
2366,2366,09/04/2017 14:00,0.606,0.114,243.17,2.4,0,0,0.0,0.0
2367,2367,09/04/2017 15:00,0.368,0.138,246.98,1.6,0,0,1.0,0.0
2368,2368,09/04/2017 16:00,0.51,0.356,243.98,2.4,0,1,1.0,0.0
2369,2369,09/04/2017 17:00,0.38,0.122,243.58,1.6,0,0,1.0,0.0
2370,2370,09/04/2017 18:00,0.444,0.26,244.02,2,0,1,0.0,0.0
2371,2371,09/04/2017 19:00,1.464,0.13,241.9,6,0,0,19.0,0.0
2372,2372,09/04/2017 20:00,3.76,0.158,240.48,16.2,22,0,18.0,0.0
2373,2373,09/04/2017 21:00,2.66,0,241.68,11,0,0,18.0,0.0
2374,2374,09/04/2017 22:00,1.856,0.17,241.48,7.6,0,0,1.0,0.0
2375,2375,09/04/2017 23:00,0.928,0.148,244.81,4,0,0,4.0,0.0
2376,2376,10/04/2017 00:00,0.312,0,245.27,1.4,0,0,1.0,0.0
2377,2377,10/04/2017 01:00,0.262,0,240.84,1,0,0,1.0,0.0
2378,2378,10/04/2017 02:00,0.33,0.094,243.94,1.4,0,0,1.0,0.0
2379,2379,10/04/2017 03:00,1.398,0.088,240.48,5.8,0,1,18.0,0.0
2380,2380,10/04/2017 04:00,0.258,0,242.11,1,0,0,0.0,0.0
2381,2381,10/04/2017 05:00,0.342,0.102,240.59,1.4,0,2,1.0,0.0
2382,2382,10/04/2017 06:00,0.268,0,244.5,1,0,0,1.0,0.0
2383,2383,10/04/2017 07:00,2.19,0,241.28,9.4,0,0,18.0,0.0
2384,2384,10/04/2017 08:00,3.802,0.054,237.68,16,38,0,18.0,0.0
2385,2385,10/04/2017 09:00,1.482,0,241.44,6,1,1,18.0,0.0
2386,2386,10/04/2017 10:00,1.382,0,243.24,5.6,0,0,19.0,0.0
2387,2387,10/04/2017 11:00,1.398,0.07,240.47,5.8,0,0,18.0,0.0
2388,2388,10/04/2017 12:00,1.346,0,238.23,5.6,0,0,18.0,0.0
2389,2389,10/04/2017 13:00,1.376,0,242.52,5.6,0,0,19.0,0.0
2390,2390,10/04/2017 14:00,1.48,0.198,241.86,6,0,2,19.0,0.0
2391,2391,10/04/2017 15:00,1.456,0,242.63,6,0,0,19.0,0.0
2392,2392,10/04/2017 16:00,0.44,0.254,244.16,2,0,1,1.0,0.0
2393,2393,10/04/2017 17:00,0.536,0.218,241.61,2.4,0,0,1.0,5114.3333
2394,2394,10/04/2017 18:00,1.548,0.22,240.27,6.4,0,2,18.0,0.0
2395,2395,10/04/2017 19:00,0.418,0.12,243.22,1.8,0,0,1.0,1997.1667
2396,2396,10/04/2017 20:00,1.512,0.408,242.3,6.4,0,5,10.0,0.0
2397,2397,10/04/2017 21:00,1.614,0.08,240.61,6.6,1,0,0.0,0.0
2398,2398,10/04/2017 22:00,3.918,0.138,240.69,16.2,38,2,0.0,0.0
2399,2399,10/04/2017 23:00,1.702,0.146,245.91,6.8,0,1,19.0,0.0
2400,2400,11/04/2017 00:00,0.464,0.244,244.44,2.2,0,2,1.0,0.0
2401,2401,11/04/2017 01:00,0.372,0.11,242.33,1.6,0,0,1.0,0.0
2402,2402,11/04/2017 02:00,0.394,0.116,243.74,1.6,0,1,1.0,0.0
2403,2403,11/04/2017 03:00,0.452,0.228,244.6,2,0,1,1.0,0.0
2404,2404,11/04/2017 04:00,0.354,0.102,241.76,1.4,0,0,1.0,0.0
2405,2405,11/04/2017 05:00,0.352,0.1,240.83,1.4,0,0,1.0,0.0
2406,2406,11/04/2017 06:00,0.43,0.202,240.31,2,0,0,0.0,0.0
2407,2407,11/04/2017 07:00,1.55,0.092,242.28,6.4,0,0,18.0,0.0
2408,2408,11/04/2017 08:00,1.786,0.118,239.91,7.4,0,0,19.0,0.0
2409,2409,11/04/2017 09:00,1.536,0.08,238.68,6.4,0,0,18.0,84.5
2410,2410,11/04/2017 10:00,1.42,0.088,238.64,6,0,0,19.0,0.0
2411,2411,11/04/2017 11:00,3.588,0.34,235.36,15.6,0,34,18.0,0.0
2412,2412,11/04/2017 12:00,1.538,0.194,243.18,6.4,0,0,19.0,0.0
2413,2413,11/04/2017 13:00,1.828,0.264,242.93,7.6,0,3,19.0,0.0
2414,2414,11/04/2017 14:00,1.64,0.15,240.64,6.8,0,0,19.0,6397.8334
2415,2415,11/04/2017 15:00,1.468,0.114,243.1,6,0,0,19.0,3146.8333
2416,2416,11/04/2017 16:00,2.6,0.214,241.87,10.6,0,37,1.0,0.0
2417,2417,11/04/2017 17:00,0.484,0.324,243.2,2.4,0,0,1.0,0.0
2418,2418,11/04/2017 18:00,1.83,0.226,240.2,7.6,0,1,18.0,2170.8333
2419,2419,11/04/2017 19:00,2.29,0.128,240.11,9.4,0,1,18.0,0.0
2420,2420,11/04/2017 20:00,3.988,0.342,237.15,17.2,25,0,17.0,0.0
2421,2421,11/04/2017 21:00,2.736,0.3,239.1,11.4,1,0,18.0,0.0
2422,2422,11/04/2017 22:00,5.188,0.246,236.59,21.8,37,2,17.0,0.0
2423,2423,11/04/2017 23:00,1.884,0.15,244.74,7.6,0,0,19.0,0.0
2424,2424,12/04/2017 00:00,1.618,0.346,244.36,6.6,0,2,19.0,0.0
2425,2425,12/04/2017 01:00,1.49,0.218,240.63,6.2,0,2,19.0,0.0
2426,2426,12/04/2017 02:00,1.538,0.216,243.79,6.2,0,0,19.0,0.0
2427,2427,12/04/2017 03:00,1.398,0.084,240.6,5.8,0,1,18.0,0.0
2428,2428,12/04/2017 04:00,0.26,0,241.96,1,0,0,1.0,0.0
2429,2429,12/04/2017 05:00,0.406,0.2,240.6,1.8,0,1,1.0,0.0
2430,2430,12/04/2017 06:00,0.35,0.11,240.89,1.4,0,0,1.0,0.0
2431,2431,12/04/2017 07:00,0.462,0.224,240.52,2.2,0,0,0.0,0.0
2432,2432,12/04/2017 08:00,2.088,0.292,238.19,8.8,0,1,18.0,0.0
2433,2433,12/04/2017 09:00,1.424,0.046,240.17,5.8,0,0,18.0,0.0
2434,2434,12/04/2017 10:00,1.442,0.064,237.07,6,1,1,18.0,0.0
2435,2435,12/04/2017 11:00,0.34,0,239.82,1.4,1,0,1.0,3911.9999
2436,2436,12/04/2017 12:00,0.482,0.282,241.5,2.2,0,1,1.0,0.0
2437,2437,12/04/2017 13:00,0.708,0.268,241.69,3,0,0,0.0,0.0
2438,2438,12/04/2017 14:00,1.864,0.294,244.04,7.8,0,2,19.0,0.0
2439,2439,12/04/2017 15:00,0.634,0.196,245.02,2.8,0,2,1.0,0.0
2440,2440,12/04/2017 16:00,0.638,0.29,241.9,2.8,0,0,1.0,5982.5
2441,2441,12/04/2017 17:00,0.802,0.512,240.82,4,0,2,1.0,0.0
2442,2442,12/04/2017 18:00,0.572,0.14,240.2,2.4,0,0,1.0,0.0
2443,2443,12/04/2017 19:00,2.782,0.3,237.37,12.6,20,1,18.0,0.0
2444,2444,12/04/2017 20:00,1.558,0.216,237.43,6.6,1,1,18.0,0.0
2445,2445,12/04/2017 21:00,5.858,0.236,232.49,25.2,43,0,17.0,0.0
2446,2446,12/04/2017 22:00,3.732,0.316,236.06,15.8,1,38,0.0,0.0
2447,2447,12/04/2017 23:00,0.68,0.262,241.75,3,0,0,0.0,0.0
2448,2448,13/04/2017 00:00,1.116,0.448,243.46,5,0,1,8.0,0.0
2449,2449,13/04/2017 01:00,0.422,0.14,244.22,1.8,0,0,0.0,0.0
2450,2450,13/04/2017 02:00,0.51,0.256,241.87,2.4,0,2,1.0,0.0
2451,2451,13/04/2017 03:00,0.316,0,241.56,1.4,0,0,0.0,0.0
2452,2452,13/04/2017 04:00,1.386,0,240.72,5.8,0,0,19.0,0.0
2453,2453,13/04/2017 05:00,0.316,0,241.35,1.4,0,0,0.0,0.0
2454,2454,13/04/2017 06:00,0.32,0,240.81,1.4,0,0,0.0,0.0
2455,2455,13/04/2017 07:00,3.224,0.15,238.51,13.8,0,0,1.0,0.0
2456,2456,13/04/2017 08:00,1.41,0,237.5,5.8,0,0,18.0,0.0
2457,2457,13/04/2017 09:00,3.162,0.222,236.67,13.6,0,28,17.0,0.0
2458,2458,13/04/2017 10:00,0.834,0.204,237,3.6,0,0,1.0,0.0
2459,2459,13/04/2017 11:00,0.468,0,239.91,2,0,0,1.0,0.0
2460,2460,13/04/2017 12:00,0.458,0,240.47,2,0,0,0.0,1448.3334
2461,2461,13/04/2017 13:00,0.546,0.23,241.15,2.4,0,0,1.0,0.0
2462,2462,13/04/2017 14:00,0.486,0.056,242.92,2,0,0,1.0,0.0
2463,2463,13/04/2017 15:00,0.348,0,243.62,1.4,0,0,1.0,0.0
2464,2464,13/04/2017 16:00,0.348,0,243.34,1.4,0,0,0.0,704.6668
2465,2465,13/04/2017 17:00,0.416,0.096,241.72,1.8,0,0,1.0,0.0
2466,2466,13/04/2017 18:00,0.526,0.1,239.13,2.2,0,1,0.0,0.0
2467,2467,13/04/2017 19:00,0.472,0.124,241.81,2,0,0,1.0,0.0
2468,2468,13/04/2017 20:00,1.766,0.194,239.29,7.4,0,1,19.0,0.0
2469,2469,13/04/2017 21:00,3.794,0.124,238.85,15.8,2,37,1.0,0.0
2470,2470,13/04/2017 22:00,3.61,0.052,238.06,15.2,37,1,0.0,0.0
2471,2471,13/04/2017 23:00,2.448,0.048,243.22,10,0,18,19.0,0.0
2472,2472,14/04/2017 00:00,0.5,0.262,244.97,2.4,0,1,1.0,0.0
2473,2473,14/04/2017 01:00,1.064,0.256,240.37,4.6,0,0,11.0,0.0
2474,2474,14/04/2017 02:00,0.572,0.36,241.25,2.8,0,2,1.0,0.0
2475,2475,14/04/2017 03:00,0.43,0.138,242.16,1.8,0,1,1.0,0.0
2476,2476,14/04/2017 04:00,0.504,0.256,241.32,2.4,0,2,1.0,0.0
2477,2477,14/04/2017 05:00,0.498,0.232,240.25,2.2,0,0,1.0,0.0
2478,2478,14/04/2017 06:00,0.518,0.246,239.44,2.4,0,1,0.0,0.0
2479,2479,14/04/2017 07:00,1.854,0.084,238.6,7.8,0,0,18.0,0.0
2480,2480,14/04/2017 08:00,1.542,0.23,238.97,6.4,0,2,18.0,0.0
2481,2481,14/04/2017 09:00,1.374,0,240.25,5.6,0,0,18.0,221.8332
2482,2482,14/04/2017 10:00,1.358,0,238.62,5.6,0,0,18.0,0.0
2483,2483,14/04/2017 11:00,2.266,0.084,240.26,10.2,0,0,18.0,0.0
2484,2484,14/04/2017 12:00,0.424,0,242.71,1.8,0,0,0.0,1459.1667
2485,2485,14/04/2017 13:00,0.31,0,241.11,1.4,0,0,0.0,0.0
2486,2486,14/04/2017 14:00,0.392,0.118,244.17,1.6,0,0,1.0,0.0
2487,2487,14/04/2017 15:00,0.316,0,244.22,1.4,0,0,1.0,0.0
2488,2488,14/04/2017 16:00,0.314,0,243.49,1.4,0,0,0.0,0.0
2489,2489,14/04/2017 17:00,0.394,0.14,245.27,1.8,0,2,1.0,0.0
2490,2490,14/04/2017 18:00,0.386,0.11,243.04,1.6,0,0,0.0,1794.5
2491,2491,14/04/2017 19:00,0.526,0.248,241.03,2.4,0,2,1.0,0.0
2492,2492,14/04/2017 20:00,0.726,0.364,242.33,3.2,0,0,1.0,112.6667
2493,2493,14/04/2017 21:00,3.342,0.304,236.55,14.2,0,28,1.0,0.0
2494,2494,14/04/2017 22:00,1.476,0,240.55,6.2,0,0,0.0,0.0
2495,2495,14/04/2017 23:00,1.604,0.108,243.48,6.6,0,1,19.0,0.0
2496,2496,15/04/2017 00:00,0.496,0.092,242.37,2,0,0,1.0,0.0
2497,2497,15/04/2017 01:00,0.418,0,241.27,1.8,0,0,1.0,0.0
2498,2498,15/04/2017 02:00,0.416,0,240.34,1.8,0,0,0.0,0.0
2499,2499,15/04/2017 03:00,0.504,0.078,239.6,2.2,0,0,0.0,0.0
2500,2500,15/04/2017 04:00,0.418,0,239.37,1.8,0,0,1.0,0.0
2501,2501,15/04/2017 05:00,0.466,0.05,239.12,2,0,0,0.0,0.0
2502,2502,15/04/2017 06:00,0.518,0.114,240.92,2.2,0,0,1.0,0.0
2503,2503,15/04/2017 07:00,1.94,0.128,242.1,8,0,0,19.0,0.0
2504,2504,15/04/2017 08:00,2.082,0.24,240.8,8.6,0,0,28.0,0.0
2505,2505,15/04/2017 09:00,0.482,0.226,239.57,2.2,0,0,1.0,0.0
2506,2506,15/04/2017 10:00,0.384,0.116,240.36,1.6,0,1,1.0,0.0
2507,2507,15/04/2017 11:00,0.308,0,239.14,1.4,0,0,0.0,3686.8332
2508,2508,15/04/2017 12:00,0.458,0.228,241.91,2.2,0,1,0.0,0.0
2509,2509,15/04/2017 13:00,0.316,0,243.41,1.4,0,0,1.0,0.0
2510,2510,15/04/2017 14:00,0.4,0.128,242.59,1.8,0,2,0.0,0.0
2511,2511,15/04/2017 15:00,0.388,0.116,244.37,1.6,0,0,1.0,1669.5
2512,2512,15/04/2017 16:00,0.486,0.232,241.62,2.4,0,1,1.0,0.0
2513,2513,15/04/2017 17:00,2.122,0.246,240.46,8.8,0,0,29.0,0.0
2514,2514,15/04/2017 18:00,0.478,0.24,241.93,2.2,0,0,0.0,0.0
2515,2515,15/04/2017 19:00,0.832,0.312,240.73,3.6,0,0,1.0,0.0
2516,2516,15/04/2017 20:00,1.892,0.3,243.37,7.8,0,0,0.0,54.4999
2517,2517,15/04/2017 21:00,2.586,0.088,239.25,10.8,1,0,19.0,0.0
2518,2518,15/04/2017 22:00,1.048,0,237.91,4.4,2,0,1.0,0.0
2519,2519,15/04/2017 23:00,0.362,0,243.28,1.6,0,0,1.0,0.0
2520,2520,16/04/2017 00:00,1.062,0.232,241.6,4.4,0,0,12.0,0.0
2521,2521,16/04/2017 01:00,0.402,0.116,242.62,1.8,0,1,1.0,0.0
2522,2522,16/04/2017 02:00,0.414,0.116,240.48,1.8,0,0,1.0,0.0
2523,2523,16/04/2017 03:00,0.568,0.344,240.21,2.8,0,1,1.0,0.0
2524,2524,16/04/2017 04:00,0.424,0.13,242.31,1.8,0,0,1.0,0.0
2525,2525,16/04/2017 05:00,0.508,0.242,240.15,2.4,0,1,0.0,0.0
2526,2526,16/04/2017 06:00,0.504,0.22,239.48,2.4,0,0,0.0,0.0
2527,2527,16/04/2017 07:00,0.786,0,240.98,4,0,0,1.0,0.0
2528,2528,16/04/2017 08:00,1.396,0,240.49,5.8,0,0,18.0,537.6667
2529,2529,16/04/2017 09:00,1.434,0.088,239.48,6,0,0,18.0,0.0
2530,2530,16/04/2017 10:00,1.332,0,235.87,5.6,0,0,17.0,0.0
2531,2531,16/04/2017 11:00,1.372,0,239.78,5.6,0,0,19.0,0.0
2532,2532,16/04/2017 12:00,1.458,0.09,241.29,6,0,0,19.0,2448.6667
2533,2533,16/04/2017 13:00,0.386,0.112,245.07,1.6,0,0,1.0,0.0
2534,2534,16/04/2017 14:00,0.414,0.15,244.87,1.8,0,0,1.0,0.0
2535,2535,16/04/2017 15:00,0.418,0.146,244.01,1.8,0,0,1.0,0.0
2536,2536,16/04/2017 16:00,0.478,0.236,240.74,2.2,0,0,1.0,0.0
2537,2537,16/04/2017 17:00,0.42,0.136,241.86,1.8,0,0,0.0,0.0
2538,2538,16/04/2017 18:00,0.538,0.096,239.29,2.4,0,2,1.0,0.0
2539,2539,16/04/2017 19:00,2.93,0.24,238.96,12.4,38,0,1.0,0.0
2540,2540,16/04/2017 20:00,2.54,0.354,239.48,11.6,12,1,19.0,0.0
2541,2541,16/04/2017 21:00,1.432,0.154,239.13,6.4,0,0,0.0,0.0
2542,2542,16/04/2017 22:00,2.746,0.11,235.47,11.6,1,1,18.0,0.0
2543,2543,16/04/2017 23:00,2.476,0.074,238.66,11.2,14,0,1.0,0.0
2544,2544,17/04/2017 00:00,1.342,0,239.86,5.6,0,0,1.0,0.0
2545,2545,17/04/2017 01:00,1.374,0,242.09,5.6,0,0,1.0,0.0
2546,2546,17/04/2017 02:00,1.43,0.104,239.33,6,0,0,1.0,0.0
2547,2547,17/04/2017 03:00,1.458,0.112,242.03,6,0,0,0.0,0.0
2548,2548,17/04/2017 04:00,1.45,0.108,240.8,6,0,0,1.0,0.0
2549,2549,17/04/2017 05:00,1.45,0.106,240.11,6,0,0,1.0,0.0
2550,2550,17/04/2017 06:00,2.516,0.074,241.92,10.4,0,0,19.0,0.0
2551,2551,17/04/2017 07:00,2.736,0,240.04,11.4,0,0,18.0,0.0
2552,2552,17/04/2017 08:00,1.988,0.082,238.18,8.2,0,0,28.0,0.0
2553,2553,17/04/2017 09:00,1.54,0.156,240.84,6.4,0,2,18.0,0.0
2554,2554,17/04/2017 10:00,0.414,0.118,242.24,1.8,0,0,1.0,0.0
2555,2555,17/04/2017 11:00,0.498,0.246,243.01,2.2,0,2,1.0,0.0
2556,2556,17/04/2017 12:00,0.488,0.21,240.18,2.2,0,0,1.0,0.0
2557,2557,17/04/2017 13:00,0.468,0.178,242.43,2.2,0,1,1.0,0.0
2558,2558,17/04/2017 14:00,0.318,0,242.21,1.4,0,0,0.0,0.0
2559,2559,17/04/2017 15:00,1.41,0,243.16,5.8,0,0,19.0,2169.0
2560,2560,17/04/2017 16:00,0.39,0.09,243.41,1.6,0,0,1.0,2622.6666
2561,2561,17/04/2017 17:00,0.358,0,242.8,1.6,0,0,0.0,0.0
2562,2562,17/04/2017 18:00,1.592,0.108,242.53,6.6,0,0,19.0,1018.3334
2563,2563,17/04/2017 19:00,0.46,0.176,241.68,2.2,0,0,0.0,1025.3334
2564,2564,17/04/2017 20:00,1.104,0.278,241.11,4.8,0,2,1.0,0.0
2565,2565,17/04/2017 21:00,5.426,0.056,236.53,22.8,0,37,28.0,0.0
2566,2566,17/04/2017 22:00,2.118,0,240.5,8.8,0,1,1.0,0.0
2567,2567,17/04/2017 23:00,1.794,0.21,243,7.4,0,0,1.0,0.0
2568,2568,18/04/2017 00:00,2.074,0.176,241.46,9,0,25,0.0,0.0
2569,2569,18/04/2017 01:00,0.356,0,242.81,1.6,0,0,1.0,0.0
2570,2570,18/04/2017 02:00,0.41,0.084,242.68,1.8,0,0,0.0,0.0
2571,2571,18/04/2017 03:00,0.334,0,242.45,1.4,0,0,1.0,0.0
2572,2572,18/04/2017 04:00,0.43,0.12,243.23,1.8,0,1,1.0,0.0
2573,2573,18/04/2017 05:00,0.438,0.118,242.7,2,0,0,0.0,0.0
2574,2574,18/04/2017 06:00,0.416,0.082,241.15,1.8,0,0,0.0,0.0
2575,2575,18/04/2017 07:00,0.35,0,244.85,1.6,0,1,0.0,0.0
2576,2576,18/04/2017 08:00,2.624,0,239.94,11,0,36,0.0,0.0
2577,2577,18/04/2017 09:00,1.742,0.178,239.11,7.4,0,0,19.0,0.0
2578,2578,18/04/2017 10:00,1.552,0.082,239.12,6.4,0,0,18.0,0.0
2579,2579,18/04/2017 11:00,1.77,0.2,236.76,7.4,0,0,17.0,4757.8334
2580,2580,18/04/2017 12:00,1.426,0,240.11,5.8,1,0,18.0,0.0
2581,2581,18/04/2017 13:00,1.38,0,241.86,5.6,0,0,19.0,0.0
2582,2582,18/04/2017 14:00,1.464,0.066,243.69,6,0,0,18.0,3331.8332
2583,2583,18/04/2017 15:00,1.394,0,243.61,5.6,0,0,19.0,0.0
2584,2584,18/04/2017 16:00,1.476,0.066,244.34,6,0,0,19.0,0.0
2585,2585,18/04/2017 17:00,0.294,0,241.11,1.2,0,0,0.0,0.0
2586,2586,18/04/2017 18:00,0.368,0.07,239.98,1.6,0,0,1.0,0.0
2587,2587,18/04/2017 19:00,1.152,0.16,238.49,4.8,0,0,1.0,0.0
2588,2588,18/04/2017 20:00,0.48,0.076,237.31,2,0,0,1.0,0.0
2589,2589,18/04/2017 21:00,0.488,0.082,239.2,2,0,0,1.0,0.0
2590,2590,18/04/2017 22:00,0.53,0.122,241.68,2.2,0,0,1.0,0.0
2591,2591,18/04/2017 23:00,1.344,0.096,243.44,5.4,0,0,11.0,0.0
2592,2592,19/04/2017 00:00,0.454,0.204,245.4,2,0,1,1.0,0.0
2593,2593,19/04/2017 01:00,0.292,0,239.87,1.2,0,0,0.0,0.0
2594,2594,19/04/2017 02:00,0.476,0.23,242.86,2.2,0,2,1.0,0.0
2595,2595,19/04/2017 03:00,0.478,0.218,244.94,2.2,0,0,1.0,0.0
2596,2596,19/04/2017 04:00,0.304,0,246.12,1.2,0,0,1.0,0.0
2597,2597,19/04/2017 05:00,1.394,0,243.5,5.6,0,0,18.0,0.0
2598,2598,19/04/2017 06:00,0.376,0.074,243.36,1.6,0,0,0.0,0.0
2599,2599,19/04/2017 07:00,0.398,0.104,243.18,1.6,0,0,1.0,0.0
2600,2600,19/04/2017 08:00,0.404,0.106,244.05,1.8,0,0,1.0,0.0
2601,2601,19/04/2017 09:00,0.428,0.068,242.14,1.8,0,0,1.0,0.0
2602,2602,19/04/2017 10:00,0.56,0,241.18,2.6,0,0,1.0,0.0
2603,2603,19/04/2017 11:00,1.332,0,237.68,5.6,0,1,18.0,0.0
2604,2604,19/04/2017 12:00,1.32,0,241.39,5.4,0,0,19.0,0.0
2605,2605,19/04/2017 13:00,1.568,0.32,241.9,6.6,0,2,19.0,0.0
2606,2606,19/04/2017 14:00,1.43,0.092,242.14,5.8,0,0,19.0,0.0
2607,2607,19/04/2017 15:00,0.336,0.1,245.58,1.4,0,2,0.0,0.0
2608,2608,19/04/2017 16:00,0.324,0.076,243.69,1.4,0,0,1.0,0.0
2609,2609,19/04/2017 17:00,0.246,0,242.87,1,0,0,0.0,0.0
2610,2610,19/04/2017 18:00,0.34,0.102,241.88,1.4,0,0,0.0,0.0
2611,2611,19/04/2017 19:00,0.436,0.094,241.27,1.8,0,0,0.0,0.0
2612,2612,19/04/2017 20:00,0.402,0.066,241.63,1.8,0,0,1.0,0.0
2613,2613,19/04/2017 21:00,0.996,0.056,240.26,4.2,0,0,1.0,0.0
2614,2614,19/04/2017 22:00,1.778,0.228,240.57,7.4,1,0,1.0,0.0
2615,2615,19/04/2017 23:00,0.768,0.108,241.78,3.2,1,0,1.0,0.0
2616,2616,20/04/2017 00:00,0.726,0.406,243.31,3.6,0,2,2.0,0.0
